OBJECTID,	STATEFP20,	GEOID20,	CD118FP,	NAMELSAD20,					LSAD20,	CDSESSN,	MTFCC20,	FUNCSTAT20,	ALAND20,		AWATER20,	INTPTLAT20,	INTPTLON20,		OFFICE_ID,	BIOGUIDE_ID,	OFFICE_AUDIT_ID,PREFIX,	FIRSTNAME,	MIDDLENAME,	LASTNAME,	SUFFIX,	LISTING_NAME,		PHONE,WEBSITEURL,						VACANT,	CONTACTFORMURL,														PHOTOURL,													FACE_BOOK_URL,												TWITTER_URL,							YOUTUBE_URL,																	INSTAGRAM_URL,										FLICKR_URL,									PARTY,	DISTRICT,	STATE,	VACANCY,	ROOM_NUM,	HOB,	COMMITTEE_ASSIGNMENTS,																	LAST_UPDATED,			Shape__Area,		Shape__Length
230,29,2904,04,Congressional District 4,C2,118,G5200,N,37179605186,801333846,+38.2277394,-093.4848237,MO04,A000379,00010818,Mr. ,Mark,,Alford,,"Alford, Mark",52876,https://alford.house.gov,N,https://alford.house.gov/contact/,https://ziplook.house.gov/zip/pictures/mo04_alford.jpg,https://facebook.com/profile.php?id=100089595940547/,https://twitter.com/RepMarkAlford,https://youtube.com/@RepAlford,https://instagram.com/RepMarkAlford,,R,04,,0,1516,LHOB,Agriculture;Armed Services;Small Business,9/13/2023 12:47:04 PM,3.90844673448282,12.9064267717574
231,29,2905,05,Congressional District 5,C2,118,G5200,N,1093783225,23559915,+39.0281303,-094.4602235,MO05,C001061,00007505,Mr. ,Emanuel,,Cleaver,,"Cleaver, Emanuel",54535,https://cleaver.house.gov,N,https://cleaver.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/mo05_cleaver.jpg,http://www.facebook.com/emanuelcleaverii,https://twitter.com/repcleaver,http://www.youtube.com/user/repcleaver,,http://www.flickr.com/photos/repcleaver/,D,05,,0,2217,RHOB,Financial Services,1/3/2023 11:34:21 AM,0.116231432437417,1.92495992811496
232,29,2906,06,Congressional District 6,C2,118,G5200,N,52459015915,593025506,+39.8729583,-093.1835241,MO06,G000546,00006555,Mr. ,Sam,,Graves,,"Graves, Sam",57041,https://graves.house.gov/,N,https://graves.house.gov/contact,https://ziplook.house.gov/zip/pictures/mo06_graves.jpg,https://www.facebook.com/RepSamGraves/,https://twitter.com/RepSamGraves,,https://www.instagram.com/repsamgraves/,,R,06,,0,1135,LHOB,Armed Services;Transportation,1/3/2023 11:34:21 AM,5.58488370240707,15.9267139811865
233,29,2907,07,Congressional District 7,C2,118,G5200,N,14958659175,231413928,+36.9180924,-093.7105470,MO07,B001316,00010819,Mr. ,Eric,,Burlison,,"Burlison, Eric",56536,https://burlison.house.gov,N,https://burlison.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/mo07_burlison.jpg,https://www.facebook.com/profile.php?id=100089208900263,https://twitter.com/RepEricBurlison,,,,R,07,,0,1108,LHOB,Education and the Workforce;Oversight and Accountability;Transportation,12/21/2023 3:12:11 PM,1.53622979171405,6.24398583716065
234,29,2908,08,Congressional District 8,C2,118,G5200,N,47436833427,438376537,+37.1287716,-090.9200670,MO08,S001195,00010143,Mr. ,Jason,,Smith,,"Smith, Jason",54404,https://jasonsmith.house.gov,N,https://jasonsmith.house.gov/forms/writeyourrep/default.aspx,https://ziplook.house.gov/zip/pictures/mo08_smithjason.jpg,http://www.facebook.com/repjasonsmith,http://twitter.com/RepJasonSmith,http://www.youtube.com/user/RepJasonSmith,,,R,08,,0,1011,RHOB,Joint Taxation;Ways and Means,1/3/2023 11:34:21 AM,4.854328544488,15.3381253024825
235,30,3001,01,Congressional District 1,C2,118,G5200,N,104033543648,1580588293,+46.9222661,-113.4858582,MT01,Z000018,00010823,Mr. ,Ryan,K.,Zinke,,"Zinke, Ryan",55628,https://zinke.house.gov,N,https://zinke.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/mt01_zinke.jpg,https://facebook.com/RepRyanZinke,https://x.com/RepRyanZinke,,https://instagram.com/RepRyanZinke,,R,01,,0,512,CHOB,"Appropriations;Science, Space, and Technology",12/21/2023 3:14:51 PM,12.4816063963076,28.6674912014538
236,30,3002,02,Congressional District 2,C2,118,G5200,N,272940130247,2286101308,+47.0710540,-108.1464846,MT02,R000103,00010824,Mr. ,Matthew,M.,Rosendale,Sr.,"Rosendale, Matthew",53211,https://rosendale.house.gov,N,https://rosendale.house.gov/contact/,https://ziplook.house.gov/zip/pictures/mt02_rosendale.jpg,https://www.facebook.com/RepRosendale,https://twitter.com/RepRosendale,,https://www.instagram.com/RepRosendale/,,R,02,,0,1023,LHOB,Natural Resources;Veterans' Affairs,12/21/2023 3:16:06 PM,32.5982911429755,30.2756071770397
237,31,3101,01,Congressional District 1,C2,118,G5200,N,15494032149,184100372,+41.3776094,-096.9798487,NE01,F000474,00010720,Mr. ,Mike,,Flood,,"Flood, Mike",54806,https://flood.house.gov/,N,https://flood.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ne01_flood.png,https://www.facebook.com/Congressman-Mike-Flood-101986952582058,https://twitter.com/USRepMikeFlood,,,,R,01,,0,343,CHOB,Financial Services,1/3/2023 11:34:21 AM,1.68759256526232,9.30125287529047
238,31,3102,02,Congressional District 2,C2,118,G5200,N,3157603723,77282209,+41.2285893,-096.4506899,NE02,B001298,00010360,Mr. ,Don,,Bacon,,"Bacon, Don",54155,https://bacon.house.gov,N,https://bacon.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ne02_bacon.jpg,http://www.facebook.com/RepDonBacon,http://twitter.com/RepDonBacon,http://www.youtube.com/channel/UCR9abI1lZzAZ6HwQXc-dLFQ,http://instagram.com/RepDonBacon/,,R,02,,0,2104,RHOB,Agriculture;Armed Services,1/3/2023 11:34:21 AM,0.347411718470539,3.41646687553778
239,31,3103,03,Congressional District 3,C2,118,G5200,N,180305737659,1109735376,+41.5409372,-100.1521229,NE03,S001172,00007965,Mr. ,Adrian,,Smith,,"Smith, Adrian",56435,https://adriansmith.house.gov/,N,https://adriansmith.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ne03_smith.jpg,,http://twitter.com/RepAdrianSmith,http://www.youtube.com/user/RepAdrianSmith,http://instagram.com/RepAdrianSmith,,R,03,,0,502,CHOB,Joint Taxation;Ways and Means,1/3/2023 11:34:21 AM,19.5787834847185,29.7044630143738
240,32,3201,01,Congressional District 1,C2,118,G5200,N,2589025406,49891535,+35.8643966,-114.9494955,NV01,T000468,00010055,Ms. ,Dina,,Titus,,"Titus, Dina",55965,https://titus.house.gov/,N,https://titus.house.gov/contact/,https://ziplook.house.gov/zip/pictures/nv01_titus.jpg,https://facebook.com/CongresswomanTitus,https://twitter.com/repdinatitus,,https://instagram.com/dinatitusnv,,D,01,,0,2464,RHOB,Foreign Affairs;Homeland Security;Transportation,1/3/2023 11:34:21 AM,0.26328577786262,2.78500351403975
241,32,3202,02,Congressional District 2,C2,118,G5200,N,168519096772,1172371520,+40.5281662,-116.9894216,NV02,A000369,00009796,Mr. ,Mark,E.,Amodei,,"Amodei, Mark",56155,https://amodei.house.gov,N,https://amodei.house.gov/address_authentication?form=/email-me,https://ziplook.house.gov/zip/pictures/nv02_amodei.jpg,https://www.facebook.com/MarkAmodeiNV2,http://twitter.com/markamodeinv2,https://www.youtube.com/markamodeinv2,https://instagram.com/MarkAmodeiNV2#,,R,02,,0,104,CHOB,Appropriations;Joint Library,1/3/2023 11:34:21 AM,18.0234030491697,20.1092427888315
242,32,3203,03,Congressional District 3,C2,118,G5200,N,5192469316,51631716,+35.9873028,-115.5658771,NV03,L000590,00010483,Ms.,Susie,,Lee,,"Lee, Susie",53252,https://susielee.house.gov,N,https://susielee.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nv03_lee.jpg,http://www.facebook.com/RepSusieLee,http://twitter.com/RepSusieLee,,https://www.instagram.com/repsusielee/,,D,03,,0,365,CHOB,Appropriations;Natural Resources,12/21/2023 3:21:06 PM,0.522274744790593,5.10562833599423
243,32,3204,04,Congressional District 4,C2,118,G5200,N,108236672750,565767481,+37.8021410,-116.2121690,NV04,H001066,00010484,Mr. ,Steven,,Horsford,,"Horsford, Steven",59894,https://horsford.house.gov,N,https://horsford.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nv04_horsford.jpg,https://www.facebook.com/RepHorsford/,http://x.com/RepHorsford,http://www.youtube.com/channel/UCNEpy5bPXiyAavRzYnPlhDQ?view_as=subscriber,http://instagram.com/rephorsford/?hl=en,,D,04,,0,406,CHOB,Armed Services;Financial Services,12/21/2023 3:23:03 PM,11.1310462681809,16.9801375661454
244,33,3301,01,Congressional District 1,C2,118,G5200,N,5551887515,477702592,+43.4072139,-071.1869535,NH01,P000614,00010476,Mr. ,Chris,,Pappas,,"Pappas, Chris",55456,https://pappas.house.gov,N,https://pappas.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/nh01_pappas.jpg,http://www.facebook.com/RepChrisPappas,http://twitter.com/RepChrisPappas,,,,D,01,,0,452,CHOB,Small Business;Transportation;Veterans' Affairs,1/3/2023 11:34:21 AM,0.670030638468006,7.32441518566452
245,33,3302,02,Congressional District 2,C2,118,G5200,N,17638226463,416748347,+43.7675493,-071.6970813,NH02,K000382,00009929,Ms. ,Ann,M.,Kuster,,"Kuster, Ann",55206,https://kuster.house.gov,N,https://kuster.house.gov/contact/,https://ziplook.house.gov/zip/pictures/nh02_kuster.jpg,http://www.facebook.com/CongresswomanAnnieKuster,https://twitter.com/@RepAnnieKuster,,https://www.instagram.com/repanniekuster/,,D,02,,0,2201,RHOB,Energy and Commerce,1/3/2023 11:34:21 AM,2.01860097545682,12.5484339139827
246,33,33ZZ,ZZ,Congressional Districts not defined,00,118,G5200,F,0,131522062,+42.9043288,-070.7543495,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0145042979006575,0.684239532564871
247,34,3401,01,Congressional District 1,C2,118,G5200,N,953210320,31899677,+39.7851002,-075.0026998,NJ01,N000188,00010175,Mr. ,Donald,,Norcross,,"Norcross, Donald",56501,https://norcross.house.gov,N,https://norcross.house.gov/email-me,https://ziplook.house.gov/zip/pictures/nj01_norcross.jpg,http://www.facebook.com/DonaldNorcrossNJ,https://twitter.com/DonaldNorcross,http://www.youtube.com/channel/UC7kXK_PyDiOT8YrdP0jYZHw/feed/,https://instagram.com/donald_norcross/,,D,01,,0,2427,RHOB,Armed Services;Education and the Workforce,1/3/2023 11:34:21 AM,0.103574874871811,1.87039517894904
248,34,3402,02,Congressional District 2,C2,118,G5200,N,5164993148,2518783388,+39.4226952,-074.8553631,NJ02,V000133,00010609,Mr. ,Jefferson,,Van Drew,,"Van Drew, Jefferson",56572,https://vandrew.house.gov,N,https://vandrew.house.gov/contact/,https://ziplook.house.gov/zip/pictures/nj02_vandrew.jpg,https://www.facebook.com/CongressmanJVD/,https://twitter.com/Congressman_JVD,https://www.youtube.com/channel/UCc5AGO_bQLeiv313Bbr35fg,https://www.instagram.com/jeffvandrew/?hl=en,,R,02,,0,2447,RHOB,the Judiciary;Transportation,5/11/2023 9:39:28 AM,0.8037457769708,6.24881764535079
249,34,3403,03,Congressional District 3,C2,118,G5200,N,2799117246,61578892,+39.9751096,-074.6114410,NJ03,K000394,00010478,Mr. ,Andy,,Kim,,"Kim, Andy",54765,https://kim.house.gov/,N,https://kim.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/nj03_kim.jpg,http://www.facebook.com/RepAndyKimNJ/,http://twitter.com/RepAndyKimNJ,https://www.youtube.com/channel/UCn_FREkpMfHfTU-bSwcM0sw,http://instagram.com/RepAndykimnj/,,D,03,,0,2444,RHOB,Armed Services;Foreign Affairs;Sel Comm Strategic Comp Us Chi,6/14/2023 12:45:21 PM,0.301599189977651,3.98694910367114
250,34,3404,04,Congressional District 4,C2,118,G5200,N,1686718459,132586413,+40.0687917,-074.2445565,NJ04,S000522,00002016,Mr. ,Christopher,H.,Smith,,"Smith, Christopher",53765,https://chrissmith.house.gov/,N,https://chrissmith.house.gov/contact/,https://ziplook.house.gov/zip/pictures/nj04_smithchristopherh.jpg,https://www.facebook.com/pages/Congressman-Chris-Smith/371621772908416,,,https://www.instagram.com/repchrissmith/?hl=en,,R,04,,0,2373,RHOB,Foreign Affairs,12/21/2023 3:25:36 PM,0.192068698971752,2.9612135942514
251,34,3405,05,Congressional District 5,C2,118,G5200,N,1682050422,73651882,+41.1141036,-074.4474149,NJ05,G000583,00010363,Mr. ,Josh,,Gottheimer,,"Gottheimer, Josh",54465,https://gottheimer.house.gov,N,https://gottheimer.house.gov/contact,https://ziplook.house.gov/zip/pictures/nj05_gottheimer.jpg,https://www.facebook.com/RepJoshG,https://twitter.com/RepJoshG,,https://www.instagram.com/RepJoshG/,,D,05,,0,203,CHOB,Financial Services;Intelligence (Permanent),2/8/2023 1:19:54 PM,0.18823148855563,3.13474220555361
252,34,3406,06,Congressional District 6,C2,118,G5200,N,496703999,503206109,+40.4845910,-074.3624350,NJ06,P000034,00002020,Mr. ,Frank,,Pallone,Jr.,"Pallone, Frank",54671,https://pallone.house.gov,N,https://palloneforms.house.gov/forms/writeyourrep/,https://ziplook.house.gov/zip/pictures/nj06_pallone.jpg,http://www.facebook.com/repfrankpallone,http://twitter.com/frankpallone,http://www.youtube.com/repfrankpallone,http://instagram.com/repfrankpallone/,,D,06,,0,2107,RHOB,Energy and Commerce,1/3/2023 11:34:21 AM,0.106097040153827,3.00201976323934
253,34,3407,07,Congressional District 7,C2,118,G5200,N,3490450233,78793237,+40.7356657,-074.8331210,NJ07,K000398,00010834,Mr. ,Thomas,H.,Kean,Jr.,"Kean, Thomas",55361,https://kean.house.gov,N,https://kean.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nj07_kean.jpg,https://www.facebook.com/CongressmanKean,https://x.com/congressmankean,https://www.youtube.com/@congressmankean,https://www.instagram.com/congressmankean/,,R,07,,0,251,CHOB,"Foreign Affairs;Science, Space, and Technology;Transportation",12/21/2023 3:26:54 PM,0.380537798456544,4.89684090974214
254,34,3408,08,Congressional District 8,C2,118,G5200,N,131125807,41886791,+40.7276857,-074.1213958,NJ08,M001226,00010835,Mr. ,Robert,,Menendez,,"Menendez, Robert",57919,https://menendez.house.gov,N,https://menendez.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nj08_menendez.jpg,https://www.facebook.com/repmenendez,https://x.com/RepMenendez,,https://www.instagram.com/repmenendez,,D,08,,0,1007,LHOB,Homeland Security;Transportation,12/21/2023 3:27:56 PM,0.0184384941765074,1.48623901382714
255,34,3409,09,Congressional District 9,C2,118,G5200,N,286806302,18152869,+40.8955825,-074.1417705,NJ09,P000096,00010050,Mr. ,Bill,,Pascrell,Jr.,"Pascrell, Bill",55751,https://clerk.house.gov/members/NJ09/vacancy,Y,,https://ziplook.house.gov/zip/pictures/nj09_pascrell.jpg,,,,,,D,09,,1,2409,RHOB,Ways and Means,9/3/2024 8:47:01 AM,0.0325878651428866,1.59127066849317
256,34,3410,10,Congressional District 10,C2,118,G5200,N,200826939,6425705,+40.7263692,-074.2246501,NJ10,M001229,00010960,Mrs.,LaMonica,,McIver,,"McIver, LaMonica",53436,https://mciver.house.gov/,N,https://mciver.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/no-photo.jpg,,,,,,D,10,,0,106,CHOB,Homeland Security;Transportation,10/4/2024 9:00:43 AM,0.0220913676353121,1.57572134304942
257,34,3411,11,Congressional District 11,C2,118,G5200,N,1021574484,46841965,+40.8766250,-074.4189995,NJ11,S001207,00010480,Ms. ,Mikie,,Sherrill,,"Sherrill, Mikie",55034,https://sherrill.house.gov/,N,https://sherrill.house.gov/contact,https://ziplook.house.gov/zip/pictures/nj11_sherrill.jpg,https://facebook.com/RepMikieSherrill,https://twitter.com/RepSherrill,,https://instagram.com/repsherrill/,,D,11,,0,1427,LHOB,Armed Services;Sel Comm Strategic Comp Us Chi,6/14/2023 12:47:25 PM,0.114139620326114,2.64851582454139
258,34,3412,12,Congressional District 12,C2,118,G5200,N,1135160296,19455017,+40.3908021,-074.5851780,NJ12,W000822,00010219,Mrs.,Bonnie,,Watson Coleman,,"Watson Coleman, Bonnie",55801,https://watsoncoleman.house.gov/,N,https://watsoncoleman.house.gov/contact,https://ziplook.house.gov/zip/pictures/nj12_watsoncoleman.jpg,https://www.facebook.com/RepBonnie/,https://twitter.com/RepBonnie,https://www.youtube.com/channel/UCrxEaX0VKZKwg3930du2D5A,https://instagram.com/repbonnie,,D,12,,0,168,CHOB,Appropriations,1/3/2023 11:34:21 AM,0.12246953066574,3.02218022982436
259,35,3501,01,Congressional District 1,C2,118,G5200,N,45505735277,51375670,+34.2867891,-105.2383164,NM01,S001218,00010710,Ms. ,Melanie,A.,Stansbury,,"Stansbury, Melanie",56316,https://stansbury.house.gov/,N,https://stansbury.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nm01_stansbury.jpg,https://www.facebook.com/RepStansbury,https://x.com/Rep_Stansbury,,https://instagram.com/RepStansbury,,D,01,,0,1421,LHOB,Natural Resources;Oversight and Accountability,12/22/2023 3:34:29 PM,4.46025060499028,13.8861933179729
260,35,3502,02,Congressional District 2,C2,118,G5200,N,133193763191,329926956,+33.2129511,-107.0033033,NM02,V000136,00010836,Mr. ,Gabe,,Vasquez,,"Vasquez, Gabe",52365,https://vasquez.house.gov,N,https://vasquez.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nm02_vasquez.jpg,https://www.facebook.com/profile.php?id=100089328694464&mibextid=LQQJ4d,https://x.com/RepGabeVasquez,,https://instagram.com/RepGabeVasquez,,D,02,,0,1517,LHOB,Agriculture;Armed Services,12/21/2023 3:33:06 PM,12.9135173144732,23.5713825363543
261,35,3503,03,Congressional District 3,C2,118,G5200,N,135499062467,345179489,+35.6392433,-105.5236390,NM03,L000273,00010659,Ms. ,Teresa,,Leger Fernandez,,"Leger Fernandez, Teresa",56190,https://fernandez.house.gov,N,https://fernandez.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/nm03_legerfernandez.jpg,,,,,,D,03,,0,1510,LHOB,Education and the Workforce;Natural Resources;Rules,1/3/2023 11:34:21 AM,13.5197898201823,25.478138896299
262,36,3621,21,Congressional District 21,C2,118,G5200,N,42475647906,1904923105,+43.8364910,-074.4714615,NY21,S001196,00010223,Ms. ,Elise,M.,Stefanik,,"Stefanik, Elise",54611,https://stefanik.house.gov/,N,https://stefanik.house.gov/email-me,https://ziplook.house.gov/zip/pictures/ny21_stefanik.jpg,http://www.facebook.com/RepEliseStefanik,http://twitter.com/RepStefanik,https://www.youtube.com/c/repelisestefanik,https://www.instagram.com/repstefanik/?hl=en,,R,21,,0,2211,RHOB,Armed Services;Education and the Workforce;Intelligence (Permanent);Sel Sub Weapon Federal Govt,1/3/2023 11:34:21 AM,4.96851545653203,15.4626989462458
263,36,3601,01,Congressional District 1,C2,118,G5200,N,1640298311,3105584264,+40.9981583,-072.5695018,NY01,L000598,00010837,Mr. ,Nick,,LaLota,,"LaLota, Nick",53826,https://lalota.house.gov,N,https://lalota.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ny01_lalota.jpg,https://www.facebook.com/replalota,https://x.com/replalota,,https://www.instagram.com/replalota,,R,01,,0,1530,LHOB,Armed Services;Homeland Security;Small Business,12/21/2023 3:35:09 PM,0.50797511902465,4.38044321035273
264,36,3602,02,Congressional District 2,C2,118,G5200,N,741117291,742069469,+40.7201194,-073.1054564,NY02,G000597,00010661,Mr. ,Andrew,R.,Garbarino,,"Garbarino, Andrew",57896,https://garbarino.house.gov,N,https://garbarino.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ny02_garbarino.jpg,https://www.facebook.com/RepAndrewGarbarino/,https://x.com/RepGarbarino,https://www.youtube.com/channel/UCX2bIeS3GwszQNxqPOGmtmw,https://www.instagram.com/repandrewgarbarino/,,R,02,,0,2344,RHOB,Ethics;Financial Services;Homeland Security,12/21/2023 3:36:05 PM,0.158068388562469,2.23767426242441
265,36,3603,03,Congressional District 3,C2,118,G5200,N,454966912,190674817,+40.8329246,-073.5965407,NY03,S001201,00010951,Mr. ,Thomas,R.,Suozzi,,"Suozzi, Thomas R.",53335,https://suozzi.house.gov,N,https://suozzi.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ny03_suozzi.jpg,,,,,,D,03,,0,1117,LHOB,,3/4/2024 2:26:35 PM,0.0689239830164752,1.53446081805232
266,36,3604,04,Congressional District 4,C2,118,G5200,N,295391097,194019529,+40.6273483,-073.6078072,NY04,D000632,00010839,Mr. ,Anthony,,D'Esposito,,"D'Esposito, Anthony",55516,https://desposito.house.gov,N,https://desposito.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ny04_desposito.jpg,https://facebook.com/RepDEsposito/,https://x.com/RepDesposito,,https://www.instagram.com/repdesposito/,,R,04,,0,1508,LHOB,Homeland Security;House Administration;Transportation,12/21/2023 3:36:56 PM,0.0520926774718191,1.05544683343103
267,36,3605,05,Congressional District 5,C2,118,G5200,N,121993325,169482950,+40.6697044,-073.8041084,NY05,M001137,00010058,Mr. ,Gregory,W.,Meeks,,"Meeks, Gregory",53461,https://meeks.house.gov,N,https://meeks.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ny05_meeks.jpg,http://www.facebook.com/gregorymeeksny05,http://twitter.com/GregoryMeeks,http://www.youtube.com/user/repgregorymeeks,http://instagram.com/repgregorymeeks,,D,05,,0,2310,RHOB,Financial Services;Foreign Affairs,1/3/2023 11:34:21 AM,0.0310093573070844,1.1980769301858
268,36,3606,06,Congressional District 6,C2,118,G5200,N,66401221,796953,+40.7363880,-073.8314807,NY06,M001188,00009932,Ms. ,Grace,,Meng,,"Meng, Grace",52601,https://meng.house.gov,N,https://meng.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ny06_meng.jpg,https://www.facebook.com/repgracemeng,https://twitter.com/RepGraceMeng,http://www.youtube.com/channel/UCHg516zJKbIBtXFAJ0nu3XQ,,,D,06,,0,2209,RHOB,Appropriations,6/11/2024 11:04:30 AM,0.00716401911813591,0.644352705650278
269,36,3607,07,Congressional District 7,C2,118,G5200,N,56749170,1201683,+40.7123918,-073.9199105,NY07,V000081,00010059,Ms. ,Nydia,M.,Velazquez,,"Velazquez, Nydia",52361,https://velazquez.house.gov,N,https://velazquez.house.gov/zip_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ny07_velazquez.jpg,https://www.facebook.com/pages/Nydia-Velazquez/8037068318,https://twitter.com/NydiaVelazquez,https://www.youtube.com/user/nydiavelazquez,,,D,07,,0,2302,RHOB,Financial Services;Natural Resources;Small Business,3/31/2023 3:09:36 PM,0.00617577617185816,0.580149101738531
270,36,3608,08,Congressional District 8,C2,118,G5200,N,68647619,47278107,+40.6112503,-073.9170851,NY08,J000294,00009933,Mr. ,Hakeem,S.,Jeffries,,"Jeffries, Hakeem",55936,https://jeffries.house.gov,N,https://jeffries.house.gov/contact/email-me/,https://ziplook.house.gov/zip/pictures/ny08_jeffries.jpg,https://www.facebook.com/RepJeffries/,https://twitter.com/RepJeffries,https://www.youtube.com/channel/UCYVmbsjoNbQ4j-PCQIYgpWQ,https://www.instagram.com/repjeffries/,,D,08,,0,2433,RHOB,,1/3/2023 11:34:21 AM,0.0123360655322813,0.78820490604733
271,36,3609,09,Congressional District 9,C2,118,G5200,N,39271923,0,+40.6386022,-073.9508417,NY09,C001067,00010158,Ms. ,Yvette,D.,Clarke,,"Clarke, Yvette",56231,https://clarke.house.gov/,N,https://clarke.house.gov/contact/email/,https://ziplook.house.gov/zip/pictures/ny09_clarkeyvetted.jpg,https://www.facebook.com/repyvettedclarke/,https://twitter.com/RepYvetteClarke/,https://www.youtube.com/user/repyvetteclarke/,,,D,09,,0,2058,RHOB,Energy and Commerce;Homeland Security,1/3/2023 11:34:21 AM,0.00418062159906185,0.368554280484649
272,36,3610,10,Congressional District 10,C2,118,G5200,N,40362383,20326251,+40.6811865,-074.0037868,NY10,G000599,00010840,Mr. ,Daniel,S.,Goldman,,"Goldman, Daniel",57944,https://goldman.house.gov,N,https://goldman.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ny10_goldman.jpg,https://www.facebook.com/RepDanGoldman,https://x.com/RepDanGoldman,,https://www.instagram.com/repdangoldman/,,D,10,,0,245,CHOB,Homeland Security;Oversight and Accountability;Sel Sub Weapon Federal Govt,12/21/2023 3:38:28 PM,0.00646458769506353,0.477233422764512
273,36,3611,11,Congressional District 11,C2,118,G5200,N,166353200,130066035,+40.5669743,-074.1263136,NY11,M000317,00010662,Ms. ,Nicole,,Malliotakis,,"Malliotakis, Nicole",53371,https://malliotakis.house.gov,N,https://malliotakis.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/ny11_malliotakis.jpg,https://www.facebook.com/RepMalliotakis,https://x.com/RepMalliotakis,,,,R,11,,0,351,CHOB,Select Sub on the Coronavirus;Ways and Means,12/21/2023 3:39:10 PM,0.0315216088526995,0.855297498467878
274,36,3612,12,Congressional District 12,C2,118,G5200,N,24784233,10383166,+40.7648052,-073.9751822,NY12,N000002,00010841,Mr. ,Jerrold,,Nadler,,"Nadler, Jerrold",55635,https://nadler.house.gov,N,https://nadler.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ny12_nadler.jpg,https://www.facebook.com/CongressmanNadler,https://twitter.com/RepJerryNadler,https://www.youtube.com/user/CongressmanNadler,https://www.instagram.com/repjerrynadler/?hl=en,,D,12,,0,2132,RHOB,the Judiciary,1/4/2023 5:15:51 PM,0.00375074824410149,0.337950524467237
275,36,3613,13,Congressional District 13,C2,118,G5200,N,28510552,9216325,+40.8030603,-073.9471189,NY13,E000297,00010369,Mr. ,Adriano,,Espaillat,,"Espaillat, Adriano",54365,https://espaillat.house.gov,N,https://espaillat.house.gov/contact,https://ziplook.house.gov/zip/pictures/ny13_espaillat.jpg,https://www.facebook.com/RepEspaillat/,https://twitter.com/RepEspaillat,,https://www.instagram.com/repadrianoespaillat/,,D,13,,0,2332,RHOB,Appropriations;the Budget,12/21/2023 3:40:10 PM,0.00402783406457274,0.429807470718069
276,36,3614,14,Congressional District 14,C2,118,G5200,N,76788808,45202980,+40.8097822,-073.8370035,NY14,O000172,00010488,Ms. ,Alexandria,,Ocasio-Cortez,,"Ocasio-Cortez, Alexandria",53965,https://ocasio-cortez.house.gov/,N,https://ocasio-cortez.house.gov/contact,https://ziplook.house.gov/zip/pictures/ny14_ocasiocortez.jpg,https://www.facebook.com/repAOC/,https://twitter.com/AOC,https://www.youtube.com/channel/UC6XBnYptBnproA__ydn-b0A,https://instagram.com/repaoc,,D,14,,0,250,CHOB,Natural Resources;Oversight and Accountability,1/3/2023 11:34:21 AM,0.0130208470652633,0.719741751237125
277,36,3615,15,Congressional District 15,C2,118,G5200,N,48493747,3175634,+40.8554431,-073.8817033,NY15,T000486,00010663,Mr. ,Ritchie,,Torres,,"Torres, Ritchie",54361,https://ritchietorres.house.gov,N,https://ritchietorres.house.gov/contact,https://ziplook.house.gov/zip/pictures/ny15_torres.jpg,https://www.facebook.com/RepRitchie,https://twitter.com/repritchie,,https://www.instagram.com/repritchie,,D,15,,0,1414,LHOB,Financial Services;Sel Comm Strategic Comp Us Chi,1/3/2023 11:34:21 AM,0.00551862504516976,0.545463926433458
